disease_name,symptoms,Description,precautions,tablets,message_hinglish
Diabetes,weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,"Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.","have balanced diet, exercise, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Diabetes ho sakta hai.
Diabetes,fatigue restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,"Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.","have balanced diet, exercise, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Diabetes ho sakta hai.
Diabetes,fatigue weight loss lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,"Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.","have balanced diet, exercise, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Diabetes ho sakta hai.
Diabetes,fatigue weight loss restlessness irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,"Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.","have balanced diet, exercise, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Diabetes ho sakta hai.
Diabetes,fatigue weight loss restlessness lethargy blurred and distorted vision obesity excessive hunger increased appetite polyuria,"Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.","have balanced diet, exercise, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Diabetes ho sakta hai.
Diabetes,fatigue weight loss restlessness lethargy irregular sugar level obesity excessive hunger increased appetite polyuria,"Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.","have balanced diet, exercise, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Diabetes ho sakta hai.
Diabetes,fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision excessive hunger increased appetite polyuria,"Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.","have balanced diet, exercise, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Diabetes ho sakta hai.
Diabetes,fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity increased appetite polyuria,"Diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. Blood glucose is your main source of energy and comes from the food you eat. Insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.","have balanced diet, exercise, consult doctor, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Diabetes ho sakta hai.
Gastroenteritis,vomiting sunken eyes dehydration diarrhoea,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Gastroenteritis ho sakta hai.
Gastroenteritis,vomiting sunken eyes dehydration diarrhoea,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Gastroenteritis ho sakta hai.
Gastroenteritis,sunken eyes dehydration diarrhoea,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Gastroenteritis ho sakta hai.
Gastroenteritis,vomiting dehydration diarrhoea,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Gastroenteritis ho sakta hai.
Gastroenteritis,vomiting sunken eyes diarrhoea,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Gastroenteritis ho sakta hai.
Gastroenteritis,vomiting sunken eyes dehydration,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Gastroenteritis ho sakta hai.
Gastroenteritis,vomiting sunken eyes dehydration diarrhoea,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Gastroenteritis ho sakta hai.
Gastroenteritis,sunken eyes dehydration diarrhoea,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Gastroenteritis ho sakta hai.
